name,party,BT-Period
Astrid Grotelüschen,CDU,19
Stephan Harbarth,CDU,19
Matthias Heider,CDU,19
Frank Heinrich,CDU,19
Rudolf Henke,CDU,19
Karl Holmeier,CSU,19
Uwe Kekeritz,GRÜNE,19
Daniela Kolbe,SPD,19
Jutta Krellmann,DIE LINKE,19
Rüdiger Kruse,CDU,19
Stephan Kühn,GRÜNE,19
Sabine Leidig,DIE LINKE,19
Ursula Leyen,CDU,19
Stefan Liebich,DIE LINKE,19
Burkhard Lischka,SPD,19
Kirsten Lühmann,SPD,19
Karin Maag,CDU,19
Thomas Maizière,CDU,19
Hans-Georg Marwitz,CDU,19
Niema Movassat,DIE LINKE,19
Martin Neumann,FDP,19
Thomas Nord,DIE LINKE,19
Eckhard Pols,CDU,19
Ingrid Remmers,DIE LINKE,19
Lothar Riebsamen,CDU,19
Stefan Ruppert,FDP,19
Tankred Schipanski,CDU,19
Frithjof Schmidt,GRÜNE,19
Jimmy Schulz,FDP,19
Armin Schuster,CDU,19
Reinhold Sendker,CDU,19
Patrick Sensburg,CDU,19
Frank Steffel,CDU,19
Sonja Steffen,SPD,19
Sonja Amalie Steffen,SPD,19
Karin Strenz,CDU,19
Kerstin Tack,SPD,19
Peter Tauber,CDU,19
Markus Tressel,GRÜNE,19
Daniela Wagner,GRÜNE,19
Harald Weinberg,DIE LINKE,19
Katrin Werner,DIE LINKE,19
Dagmar Ziegler,SPD,19
Matthias Zimmer,CDU,19
Katarina Barley,SPD,19
Matthias Bartke,SPD,19
Maik Beermann,CDU,19
Sybille Benning,CDU,19
Karl-Heinz Brunner,SPD,19
Bernd Fabritius,CSU,19
Fritz Felgentreu,SPD,19
Ulrich Freese,SPD,19
Astrid Freudenstein,CSU,19
Ursula Groden-Kranich,CDU,19
Klaus-Dieter Gröhler,CDU,19
Mark Hauptmann,CDU,19
Marcus Held,SPD,19
Heribert Hirte,CDU,19
Dieter Janecek,GRÜNE,19
Thomas Jurk,SPD,19
Ralf Kapschack,SPD,19
Kerstin Kassner,DIE LINKE,19
Roy Kühne,CDU,19
Antje Lezius,CDU,19
Hiltrud Lotze,SPD,19
Gisela Manderla,CDU,19
Matern Marschall von Bieberstein,CDU,19
Matern Marschall,CDU,19
Klaus Mindrup,SPD,19
Karsten Möring,CDU,19
Elisabeth Motschmann,CDU,19
Alexander S. Neu,DIE LINKE,19
Andreas Nick,CDU,19
Ulli Nissen,SPD,19
Tim Ostermann,CDU,19
Sylvia Pantel,CDU,19
Markus Paschke,SPD,19
Detlev Pilger,SPD,19
Florian Post,SPD,19
Susann Rüthrich,SPD,19
Ursula Schulte,SPD,19
Klaus-Peter Schulze,CDU,19
Rainer Spiering,SPD,19
Peter Stein,CDU,19
Sebastian Steineke,CDU,19
Oswin Veith,CDU,19
Thomas Viesehon,CDU,19
Kees Vries,CDU,19
Gabi Weber,SPD,19
Albert Weiler,CDU,19
Albert H. Weiler,CDU,19
Marian Wendt,CDU,19
Oliver Wittke,CDU,19
Hubertus Zdebel,DIE LINKE,19
Tobias Zech,CSU,19
Pia Zimmermann,DIE LINKE,19
Kordula Kovac,CDU,19
Norbert Müller,DIE LINKE,19
Michael Abercron,CDU,19
Doris Achelwilm,DIE LINKE,19
Grigorios Aggelidis,FDP,19
Simone Barrientos,DIE LINKE,19
Margarete Bause,GRÜNE,19
Danyal Bayaz,GRÜNE,19
Nicola Beer,FDP,19
Christoph Bernstiel,CDU,19
Lorenz Gösta Beutin,DIE LINKE,19
Michel Brandt,DIE LINKE,19
Carsten Brodesser,CDU,19
Birke Bull-Bischoff,DIE LINKE,19
Matthias Büttner,AfD,19
Jörg Cezanne,DIE LINKE,19
Britta Katharina Dassler,FDP,19
Siegbert Droese,AfD,19
Hartmut Ebbing,FDP,19
Berengar Elsner von Gronow,AfD,19
Brigitte Freihold,DIE LINKE,19
Anton Friesen,AfD,19
Sylvia Gabelmann,DIE LINKE,19
Axel Gehrke,AfD,19
Franziska Gminder,AfD,19
Eckhard Gnodtke,CDU,19
Wilhelm Gottberg,AfD,19
Armin-Paulus Hampel,AfD,19
Verena Hartmann,Plos,19
Roland Hartwig,AfD,19
Martin Hebner,AfD,19
Udo Theodor Hemmelgarn,AfD,19
Waldemar Herdt,AfD,19
Lars Herrmann,Plos,19
Heiko Heßenkemper,Plos,19
Matthias Höhn,DIE LINKE,19
Bruno Hollnagel,Plos,19
Ulla Ihnen,FDP,19
Hans-Jürgen Irmer,CDU,19
Christian Jung,FDP,19
Uwe Kamann,Plos,19
Kirsten Kappert-Gonther,GRÜNE,19
Torbjörn Kartes,CDU,19
Thomas L. Kemmerich,FDP,19
Achim Kessler,DIE LINKE,19
Jens Kestner,AfD,19
Marcel Klinge,FDP,19
Elvan Korkmaz,SPD,19
Elvan Korkmaz-Emre,SPD,19
Alexander Krauß,CDU,19
Michael Kuffer,CSU,19
Alexander Kulitz,FDP,19
Nikolas Löbel,Plos,19
Frank Magnitz,AfD,19
Jens Maier,AfD,19
Lothar Maier,AfD,19
Birgit Malsack-Winkemann,AfD,19
Jürgen Martens,FDP,19
Fabio De Masi,DIE LINKE,19
Mario Mieruch,LKR,19
Andreas Mrosek,AfD,19
Hansjörg Müller,AfD,19
Roman Müller-Böhm,FDP,19
Volker Münz,AfD,19
Christoph Neumann,AfD,19
Ulrich Oehme,AfD,19
Frank Pasemann,Plos,19
Frauke Petry,Plos,19
Tobias Pflüger,DIE LINKE,19
Paul Viktor Podolay,AfD,19
Roman Johannes Reusch,AfD,19
Stefan Sauer,CDU,19
Wieland Schinnenburg,FDP,19
Robby Schlund,AfD,19
Claudia Schmidtke,CDU,19
Eva-Maria Schreiber,DIE LINKE,19
Manja Schüle,SPD,19
Martin Schulz,SPD,19
Torsten Schweiger,CDU,19
Frank Sitta,FDP,19
Helin Evrim Sommer,DIE LINKE,19
Detlev Spangenberg,AfD,19
Andreas Steier,CDU,19
Friedrich Straetmanns,DIE LINKE,19
Margit Stumpp,GRÜNE,19
Katja Suding,FDP,19
Dietlind Tiemann,CDU,19
Andreas Wagner,DIE LINKE,19
Bettina Margarethe Wiesmann,CDU,19
Heiko Wildberg,AfD,19
Gerhard Zickenheiner,GRÜNE,19
Charlotte Schneidewind-Hartnagel,GRÜNE,19
Saskia Ludwig,CDU,19
Bela Bach,SPD,19
Matthias Nölke,FDP,19
Wolfgang Wetzel,GRÜNE,19
Christian Natterer,CDU,19
Kristina Nordt,CDU,19
Maika Friemann-Jennert,CDU,19
Christopher Gohl,FDP,19
Susanne Wetterich,CDU,19
Florian Jäger,AfD,19
Zeki Gökhan,DIE LINKE,19
Klaus-Dieter Fritsche,CDU/CSU,19
Aydan Özoguz,SPD,19
Klaus Brähmig,CDU,18
Edelgard Bulmahn,SPD,18
Gernot Erler,SPD,18
Elke Ferner,SPD,18
Dirk Fischer,CDU,18
Iris Gleicke,SPD,18
Gerda Hasselfeldt,CSU,18
Peter Hintze,CDU,18
Egon Jüttner,CDU,18
Bartholomäus Kalb,CSU,18
Steffen Kampeter,CDU,18
Hartmut Koschyk,CSU,18
Norbert Lammert,CDU,18
Maria Michalk,CDU,18
Ulrich Petzold,CDU,18
Ronald Pofalla,CDU,18
Joachim Poß,SPD,18
Heinz Riesenhuber,CDU,18
Andreas Schockenhoff,CDU,18
Hans-Christian Ströbele,GRÜNE,18
Klaus Barthel,SPD,18
Marieluise Beck-Oberdorf,GRÜNE,18
Marieluise Beck,GRÜNE,18
Volker Beck,GRÜNE,18
Maria Böhmer,CDU,18
Wolfgang Bosbach,CDU,18
Eva-Maria Bulling-Schröter,DIE LINKE,18
Eva Bulling-Schröter,DIE LINKE,18
Petra Ernstberger,SPD,18
Gabriele Fograscher,SPD,18
Norbert Schindler,CDU,18
Johannes Singhammer,CSU,18
Erika Steinbach-Hermann,Plos,18
Erika Steinbach,Plos,18
Franz Thönnes,SPD,18
Dagmar G. Wöhrl,CSU,18
Matthäus Strebl,CSU,18
Helmut Heiderich,CDU,18
Helga Kühn-Mengel,SPD,18
Hans-Peter Bartels,SPD,18
Günter Baumann,CDU,18
Willi Brase,SPD,18
Cajus Julius Caesar,CDU,18
Cajus Caesar,CDU,18
Thomas Dörflinger,CDU,18
Sebastian Edathy,SPD,18
Ingrid Fischbach,CDU,18
Wolfgang Gehrcke,DIE LINKE,18
Angelika Krüger-Leißner,SPD,18
Katherina Reiche,CDU,18
Thomas Strobl,CDU,18
Hans-Peter Uhl,CSU,18
Rüdiger Veit,SPD,18
Waltraud Wolff,SPD,18
Gabriele Lösekrug-Möller,SPD,18
Sabine Bätzing,SPD,18
Sabine Bätzing-Lichtenthäler,SPD,18
Uwe Beckmeyer,SPD,18
Barbara Lanzinger,CSU,18
Christoph Bergner,CDU,18
Clemens Binninger,CDU,18
Martin Dörmann,SPD,18
Siegmund Ehrmann,SPD,18
Karin Evers-Meyer,SPD,18
Klaus-Peter Flosbach,CDU,18
Michael Fuchs,CDU,18
Peter Gauweiler,CSU,18
Josef Göppel,CSU,18
Reinhard Grindel,CDU,18
Gabriele Groneberg,SPD,18
Michael Hartmann,SPD,18
Uda Heller,CDU,18
Robert Hochbaum,CDU,18
Bernhard Kaster,CDU,18
Jürgen Klimke,CDU,18
Kristina Köhler,CDU,18
Kristina Schröder,CDU,18
Michael Kretschmer,CDU,18
Gunther Krichbaum,CDU,18
Hans-Ulrich Krüger,SPD,18
Sibylle Pfeiffer,CDU,18
Wilhelm Priesmeier,SPD,18
Gerold Reichenbach,SPD,18
Ole Schröder,CDU,18
Bernhard Schulte-Drüggelte,CDU,18
Christoph Strässer,SPD,18
Andrea Wicklein,SPD,18
Manfred Zöllmer,SPD,18
Lena Strothmann,CDU,18
Elvira Drobinski-Weiß,SPD,18
Helmut Brandt,CDU,18
Dirk Becker,SPD,18
Karin Binder,DIE LINKE,18
Diana Golze,DIE LINKE,18
Wolfgang Gunkel,SPD,18
Petra Hinz,SPD,18
Priska Hinz,GRÜNE,18
Inge Höger-Neuling,DIE LINKE,18
Inge Höger,DIE LINKE,18
Bärbel Höhn,GRÜNE,18
Franz-Josef Holzenkamp,CDU,18
Anette Hübinger,CDU,18
Franz Josef Jung,CDU,18
Hans-Werner Kammer,CDU,18
Jens Koeppen,CDU,18
Katrin Kunert,DIE LINKE,18
Ingbert Liebing,CDU,18
Philipp Mißfelder,CDU,18
Brigitte Pothmer,GRÜNE,18
Mechthild Rawert,SPD,18
Elisabeth Scharfenberg,GRÜNE,18
Annette Schavan,CDU,18
Karl Schiewerling,CDU,18
Harald Terpe,GRÜNE,18
Marcus Weinberg,CDU,18
Karl-Georg Wellmann,CDU,18
Jörn Wunderlich,DIE LINKE,18
Brigitte Zypries,SPD,18
Nicole Maisch,GRÜNE,18
Thomas Mahlberg,CDU,18
Frank Tempel,DIE LINKE,18
Jan Aken,DIE LINKE,18
Agnes Alpers,DIE LINKE,18
Heinz-Joachim Barchmann,SPD,18
Herbert Behrens,DIE LINKE,18
Petra Crone,SPD,18
Thomas Feist,CDU,18
Alexander Funk,CDU,18
Thomas Gambke,GRÜNE,18
Ulrike Gottschalck,SPD,18
Annette Groth,DIE LINKE,18
Rosemarie Hein,DIE LINKE,18
Tom Koenigs,GRÜNE,18
Bettina Kudla,CDU,18
Günter Lach,CDU,18
Steffen-Claudio Lemme,SPD,18
Matthias Lietz,CDU,18
Philipp Murmann,CDU,18
Richard Pitterle,DIE LINKE,18
Michael Schlecht,DIE LINKE,18
Carsten Sieling,SPD,18
Carola Stauche,CDU,18
Peer Steinbrück,SPD,18
Frank-Walter Steinmeier,SPD,18
Wolfgang Tiefensee,SPD,18
Halina Wawzyniak,DIE LINKE,18
Peter Wichtel,CDU,18
Valerie Wilms,GRÜNE,18
Stefan Rebmann,SPD,18
Annette Sawade,SPD,18
Katrin Albsteiger,CSU,18
Julia Bartz,CSU,18
Julia Obermeier,CSU,18
Ute Bertram,CDU,18
Burkhard Blienert,SPD,18
Alexandra Dinges-Dierig,CDU,18
Jutta Eckenbach,CDU,18
Michaela Engelmeier,SPD,18
Johannes Fechner,SPD,18
Ute Finckh-Krämer,SPD,18
Christian Flisek,SPD,18
Cemile Giousouf,CDU,18
Herlind Gundelach,CDU,18
Ulrich Hampel,SPD,18
Jörg Hellmuth,CDU,18
Heidtrud Henn,SPD,18
Margaret Horb,CDU,18
Bettina Hornhues,CDU,18
Charles M. Huber,CDU,18
Sigrid Hupach,DIE LINKE,18
Matthias Ilgen,SPD,18
Christina Jantz,SPD,18
Christina Jantz-Herrmann,SPD,18
Sylvia Jörrißen,CDU,18
Reinhold Jost,SPD,18
Xaver Jung,CDU,18
Christina Kampmann,SPD,18
Steffen Kanitz,CDU,18
Susanna Karawanskij,DIE LINKE,18
Marina Kermer,SPD,18
Arno Klare,SPD,18
Birgit Kömpel,SPD,18
Uwe Lagosky,CDU,18
Philipp Lengsfeld,CDU,18
Philipp Lerchenfeld,CSU,18
Wilfried Lorenz,CDU,18
Claudia Lücking-Michel,CDU,18
Birgit Malecha-Nissen,SPD,18
Reiner Meier,CSU,18
Peter Meiwald,GRÜNE,18
Özcan Mutlu,GRÜNE,18
Helmut Nowak,CDU,18
Martin Patzelt,CDU,18
Martin Pätzold,CDU,18
Harald Petzold,DIE LINKE,18
Jeannine Pflugradt,SPD,18
Simone Raatz,SPD,18
Hans-Joachim Schabedoth,SPD,18
Dorothee Schlegel,SPD,18
Heiko Schmelzle,CDU,18
Gabriele Schmidt,CDU,18
Matthias Schmidt,SPD,18
Christina Schwarzer,CDU,18
Norbert Spinrath,SPD,18
Rita Stockhofe,CDU,18
Thomas Stritzl,CDU,18
Sabine Sütterlin-Waack,CDU,18
Azize Tank,DIE LINKE,18
Michael Vietz,CDU,18
Sven Volmering,CDU,18
Christel Voßbeck-Kayser,CDU,18
Doris Wagner,GRÜNE,18
Birgit Wöllert,DIE LINKE,18
Barbara Woltmann,CDU,18
Heinrich Zertik,CDU,18
Gudrun Zollner,CSU,18
Waldemar Westermayer,CDU,18
Thorsten Hoffmann,CDU,18
Birgit Menz,DIE LINKE,18
Iris Eberl,CSU,18
Karin Thissen,SPD,18
Volker Mosblech,CDU,18
Elfi Scho-Antwerpes,SPD,18
Petra Rode-Bosse,SPD,18
Iris Ripsam,CDU,18
Kathrin Rösel,CDU,18
Karl-Heinz Wange,CDU,18
Bettina Bähr-Losse,SPD,18
Rainer Hajek,CDU,18
Mathias Edwin Höschel,CDU,18
Marion Marga Herdan,CDU,18
Thomas Jepsen,CDU,18
Johanna Wanka,CDU/CSU,18
Wolfgang Börnsen,CDU,17
Ulla Burchardt,SPD,17
Dagmar Enkelmann,DIE LINKE,17
Jörg Essen,FDP,17
Herbert Frankenhauser,CSU,17
Paul K. Friedhoff,FDP,17
Paul Friedhoff,FDP,17
Erich G. Fritz,CDU,17
Erich Fritz,CDU,17
Norbert Geis,CSU,17
Michael Glos,CSU,17
Peter Götz,CDU,17
Wolfgang Götzer,CSU,17
Joachim Günther,FDP,17
Hans-Joachim Hacker,SPD,17
Ernst Hinsken,CSU,17
Barbara Höll,DIE LINKE,17
Joachim Hörster,CDU,17
Birgit Homburger,FDP,17
Werner Hoyer,FDP,17
Susanne Kastner,SPD,17
Hans-Ulrich Klose,SPD,17
Fritz Rudolf Körper,SPD,17
Heinrich L. Kolb,FDP,17
Heinrich Kolb,FDP,17
Manfred Kolbe,CDU,17
Jürgen Koppelin,FDP,17
Thomas Kossendey,CDU,17
Sabine Leutheusser-Schnarrenberger,FDP,17
Franz Müntefering,SPD,17
Bernd Neumann,CDU,17
Eduard Oswald,CSU,17
Hans-Joachim Otto,FDP,17
Klaus Riegert,CDU,17
Christian Ruck,CSU,17
Hermann Scheer,SPD,17
Ottmar Schreiner,SPD,17
Rolf Schwanitz,SPD,17
Ilja Seifert,DIE LINKE,17
Carl-Ludwig Thiele,FDP,17
Wolfgang Thierse,SPD,17
Heidemarie Wieczorek-Zeul,SPD,17
Uta Zapf,SPD,17
Wolfgang Zöller,CSU,17
Wolfgang Gerhardt,FDP,17
Günter Gloser,SPD,17
Angelika Graf,SPD,17
Klaus Hagemann,SPD,17
Rolf Hempelmann,SPD,17
Ulrike Höfken-Deipenbrock,GRÜNE,17
Ulrike Höfken,GRÜNE,17
Frank Hofmann,SPD,17
Eckart Klaeden,CDU,17
Nicolette Kressl,SPD,17
Hermann Kues,CDU,17
Oskar Lafontaine,DIE LINKE,17
Heinz Lanfermann,FDP,17
Beatrix Philipp,CDU,17
Ruprecht Polenz,CDU,17
Christine Scheel,GRÜNE,17
Bernd Scheelen,SPD,17
Angelica Schwall-Düren,SPD,17
Max Stadler,FDP,17
Guido Westerwelle,FDP,17
Marlene Rupprecht,SPD,17
Ilse Aigner,CSU,17
Rainer Arnold,SPD,17
Klaus Brandner,SPD,17
Bernhard Brinkmann,SPD,17
Rainer Brüderle,FDP,17
Ernst Burgbacher,FDP,17
Peter Danckert,SPD,17
Leo Dautzenberg,CDU,17
Hans-Josef Fell,GRÜNE,17
Ulrike Flach,FDP,17
Hans-Michael Goldmann,FDP,17
Ursula Heinen,CDU,17
Ursula Heinen-Esser,CDU,17
Winfried Hermann,GRÜNE,17
Christel Humme,SPD,17
Gudrun Kopp,FDP,17
Martina Krogmann,CDU,17
Ute Kumpf,SPD,17
Ursula Lötzer,DIE LINKE,17
Ulla Lötzer,DIE LINKE,17
Dirk Niebel,FDP,17
Franz Obermeier,CSU,17
Holger Ortel,SPD,17
Johannes Pflug,SPD,17
Cornelia Pieper,FDP,17
Silvia Schmidt,SPD,17
Andrea Astrid Voßhoff,CDU,17
Daniel Bahr,FDP,17
Ernst-Reinhard Beck,CDU,17
Cornelia Behm,GRÜNE,17
Birgitt Bender,GRÜNE,17
Gerd Bollmann,SPD,17
Alexander Bonde,GRÜNE,17
Helga Daub,FDP,17
Hartwig Fischer,CDU,17
Ute Granold,CDU,17
Markus Grübel,CDU,17
Karl-Theodor Guttenberg,CSU,17
Holger Haibach,CDU,17
Jürgen Herrmann,CDU,17
Thilo Hoppe,GRÜNE,17
Siegfried Kauder,CDU,17
Astrid Klug,SPD,17
Undine Kurth,GRÜNE,17
Sibylle Laurischk,FDP,17
Harald Leibrecht,FDP,17
Petra Merkel,SPD,17
Jerzy Montag,GRÜNE,17
Heinz Paula,SPD,17
Rita Pawelski,CDU,17
Karin Roth,SPD,17
Krista Sager,GRÜNE,17
Anton Schaaf,SPD,17
Georg Schirmbeck,CDU,17
Martin Schwanholz,SPD,17
Rainer Stinner,FDP,17
Marlies Volkmer,SPD,17
Josef Philip Winkler,GRÜNE,17
Claudia Winterstein,FDP,17
Willi Zylajew,CDU,17
Gisela Piltz,FDP,17
Christel Happach-Kasan,FDP,17
Angelika Brunkhorst,FDP,17
Michael Kauch,FDP,17
Hellmut Königshaus,FDP,17
Jens Ackermann,FDP,17
Christian Ahrendt,FDP,17
Martina Bunge,DIE LINKE,17
Patrick Döring,FDP,17
Werner Dreibus,DIE LINKE,17
Garrelt Duin,SPD,17
Mechthild Dyckmans,FDP,17
Peter Friedrich,SPD,17
Edmund Peter Geisen,FDP,17
Miriam Gruß,FDP,17
Heinz-Peter Haustein,FDP,17
Elke Hoff,FDP,17
Lukrezia Jochimsen,DIE LINKE,17
Ute Koczy,GRÜNE,17
Rolf Koschorrek,CDU,17
Max Lehmer,CSU,17
Ulrich Maurer,DIE LINKE,17
Horst Meierhofer,FDP,17
Patrick Meinhardt,FDP,17
Dorothee Menzner,DIE LINKE,17
Kornelia Möller,DIE LINKE,17
Jan Mücke,FDP,17
Burkhardt Müller-Sönksen,FDP,17
Wolfgang Neskovic,Plos,17
Paul Schäfer,DIE LINKE,17
Herbert Schui,DIE LINKE,17
Marina Schuster,FDP,17
Wolfgang Wieland,GRÜNE,17
Hartfrid Wolff,FDP,17
Bettina Herlitzius,GRÜNE,17
Daniel Volk,FDP,17
Erwin Lotter,FDP,17
Eva Högl,SPD,17
Patrick Kurth,FDP,17
Florian Bernschneider,FDP,17
Sebastian Blumenthal,FDP,17
Steffen Bockhahn,DIE LINKE,17
Claudia Bögel,FDP,17
Claudia Bögel-Hoyer,FDP,17
Nicole Bracht-Bendt,FDP,17
Klaus Breil,FDP,17
Sylvia Canel,FDP,17
Viola Cramon-Taubadel,GRÜNE,17
Reiner Deutschmann,FDP,17
Heidrun Dittrich,DIE LINKE,17
Rainer Erdel,FDP,17
Heinz Golombeck,FDP,17
Michael Groschek,SPD,17
Ingrid Hönlinger,GRÜNE,17
Dieter Jasper,CDU,17
Heiner Kamp,FDP,17
Memet Kilic,GRÜNE,17
Lutz Knopek,FDP,17
Harald Koch,DIE LINKE,17
Sebastian Körber,FDP,17
Agnes Krumwiede,GRÜNE,17
Caren Lay,DIE LINKE,17
Martin Lindner,FDP,17
Ullrich Meßmer,SPD,17
Gabriele Molitor,FDP,17
Petra Müller,FDP,17
Manfred Nink,SPD,17
Hermann E. Ott,BÜNDNIS 90/DIE GRÜNEN,17
Hermann Ott,GRÜNE,17
Michael Paul,CDU,17
Jens Petermann,Plos,17
Christoph Poland,CDU,17
Lucia Puttrich,CDU,17
Birgit Reinemund,FDP,17
Peter Röhlinger,FDP,17
Björn Sänger,FDP,17
Werner Schieder,SPD,17
Christoph Schnurr,FDP,17
Erik Schweickert,FDP,17
Kathrin Senger-Schäfer,DIE LINKE,17
Raju Sharma,DIE LINKE,17
Werner Simmling,FDP,17
Joachim Spatz,FDP,17
Torsten Staffeldt,FDP,17
Dorothea Steiner,GRÜNE,17
Stephan Stracke,CSU,17
Sabine Stüber,DIE LINKE,17
Alexander Süßmair,DIE LINKE,17
Serkan Tören,FDP,17
Stefanie Vogelsang,CDU,17
Yvonne Ploetz,DIE LINKE,17
Ewa Klamt,CDU,17
Christiane Ratjen-Damerau,FDP,17
Holger Krestel,FDP,17
Johanna Voß,DIE LINKE,17
Ingo Egloff,SPD,17
Till Seiler,GRÜNE,17
Ulrich Schneider,GRÜNE,17
Jörg Polheim,FDP,17
Arfst Wagner,GRÜNE,17
Hans-Werner Ehrenberg,FDP,17
Susanne Kieckbusch,GRÜNE,17
Gerhard Drexler,FDP,17
Philipp Rösler,FDP,17
Hans-Jürgen Beerfeltz,FDP,17
Ulrich Adam,CDU,16
Gerd Andres,SPD,16
Wolf Bauer,CDU,16
Renate Blank,CSU,16
Jochen Borchert,CDU,16
Gerhard Botz,SPD,16
Georg Brunnhuber,CDU,16
Marion Caspers-Merk,SPD,16
Herta Däubler-Gmelin,SPD,16
Karl Diller,SPD,16
Maria Eichhorn,CSU,16
Ursula Eid-Simon,GRÜNE,16
Uschi Eid,GRÜNE,16
Anke Eymer,CDU,16
Ilse Falk,CDU,16
Joseph Fischer,GRÜNE,16
Horst Friedrich,FDP,16
Reinhard Göhner,CDU,16
Achim Großmann,SPD,16
Christel Hanewinckel,SPD,16
Christel Riemann-Hanewinckel,SPD,16
Stephan Hilsberg,SPD,16
Lothar Ibrügger,SPD,16
Susanne Jaffke,CDU,16
Susanne Jaffke-Witt,CDU,16
Walter Kolbow,SPD,16
Uwe Küster,SPD,16
Helmut Lamp,CDU,16
Eduard Lintner,CSU,16
Klaus W. Lippold,CDU,16
Klaus Lippold,CDU,16
Wolfgang Meckelburg,CDU,16
Michael Müller,SPD,16
Detlef Parr,FDP,16
Peter Paziorek,CDU,16
Friedbert Pflüger,CDU,16
Hans Raidel,CSU,16
Franz Romer,CDU,16
Kurt J. Rossmanith,CSU,16
Kurt Rossmanith,CSU,16
Otto Schily,SPD,16
Bernd Schmidbauer,CDU,16
Andreas Schmidt,CDU,16
Renate Schmidt,SPD,16
Gerhard Schröder,SPD,16
Horst Seehofer,CSU,16
Ludwig Stiegler,SPD,16
Peter Struck,SPD,16
Gunter Weißgerber,SPD,16
Hildegard Wester,SPD,16
Lydia Westrich,SPD,16
Margrit Wetzel,SPD,16
Willy Wimmer,CDU,16
Matthias Wissmann,CDU,16
Ernst Bahr,SPD,16
Matthias Berninger,GRÜNE,16
Hubert Deittert,CDU,16
Annette Faße,SPD,16
Dieter Grasedieck,SPD,16
Alfred Hartenbach,SPD,16
Reinhold Hemker,SPD,16
Gerd Höfer,SPD,16
Eike Hovermann,SPD,16
Brunhilde Irber,SPD,16
Monika Knoche,DIE LINKE,16
Norbert Königshofen,CDU,16
Volker Kröning,SPD,16
Waltraud Lehn,SPD,16
Ursula Mogg,SPD,16
Winfried Nachtwei,GRÜNE,16
Hartmut Schauerte,CDU,16
Irmingard Schewe-Gerigk,GRÜNE,16
Dagmar Schmidt,SPD,16
Heinz Schmitt,SPD,16
Reinhard Schultz,SPD,16
Wilhelm Josef Sebastian,CDU,16
Wolfgang Spanier,SPD,16
Jörg-Otto Spiller,SPD,16
Rainder Steenblock,GRÜNE,16
Andreas Storm,CDU,16
Jörg Tauss,Plos,16
Jella Teuchner,SPD,16
Wolfgang Wodarg,SPD,16
Margareta Wolf-Mayer,GRÜNE,16
Margareta Wolf,GRÜNE,16
Heidemarie Wright,SPD,16
Heidi Wright,SPD,16
Marion Seib,CSU,16
Michael Bürsch,SPD,16
Axel Berg,SPD,16
Otto Bernhardt,CDU,16
Petra Bierwirth,SPD,16
Kurt Bodewig,SPD,16
Roland Claus,DIE LINKE,16
Thea Dückert,GRÜNE,16
Detlef Dzembritzki,SPD,16
Hans Georg Faust,CDU,16
Rainer Fornahl,SPD,16
Jochen-Konrad Fromme,CDU,16
Jürgen Gehb,CDU,16
Renate Gradistanac,SPD,16
Monika Griefahn,SPD,16
Wolfgang Grotthaus,SPD,16
Nina Hauer,SPD,16
Klaus Hofbauer,CSU,16
Iris Hoffmann,SPD,16
Ulrich Kasparick,SPD,16
Karin Kortmann,SPD,16
Ina Lenke,FDP,16
Reinhard Loske,GRÜNE,16
Lothar Mark,SPD,16
Ulrike Merten,SPD,16
Ulrike Merten-Hamann,SPD,16
Bernward Müller,CDU,16
Margrit Spielmann,SPD,16
Ditmar Staffelt,SPD,16
Rolf Stöckel,SPD,16
Joachim Stünker,SPD,16
Simone Violka,SPD,16
Hedi Wegener,SPD,16
Gerald Weiß,CDU,16
Rainer Wend,SPD,16
Engelbert Wistuba,SPD,16
Werner Wittlich,CDU,16
Grietje Bettin,GRÜNE,16
Grietje Staffelt,GRÜNE,16
Frank Schmidt (Weilburg),SPD,16
Frank Schmidt,SPD,16
Antje Blumenthal,CDU,16
Lale Akgün,SPD,16
Klaus Uwe Benneter,SPD,16
Ute Berg,SPD,16
Monika Brüning,CDU,16
Hans Eichel,SPD,16
Georg Fahrenschon,CSU,16
Gabriele Frechen,SPD,16
Ralf Göbel,CDU,16
Petra Heß,SPD,16
Peter Hettlich,GRÜNE,16
Bernd Heynemann,CDU,16
Klaas Hübner,SPD,16
Peter Jahr,CDU,16
Rolf Kramer,SPD,16
Ernst Kranz,SPD,16
Markus Löning,FDP,16
Hildegard Müller,CDU,16
Gesine Multhaupt,SPD,16
Henry Nitzsche,Plos,16
Erika Ober,SPD,16
Walter Riester,SPD,16
Ortwin Runde,SPD,16
Peter Rzepka,CDU,16
Kurt Segner,CDU,16
Silke Stokar von Neuforn,GRÜNE,16
Hans-Jürgen Uhl,SPD,16
Jörg Vogelsänger,SPD,16
Gerhard Wächter,CDU,16
Andreas Weigel,SPD,16
Petra Weis,SPD,16
Karl Addicks,FDP,16
Carl-Eduard Bismarck,CDU,16
Peter Albach,CDU,16
Gregor Amann,SPD,16
Hüseyin-Kenan Aydin,DIE LINKE,16
Uwe Barth,FDP,16
Günther Beckstein,CSU,16
Lothar Bisky,DIE LINKE,16
Volker Blumentritt,SPD,16
Christian Carstensen,SPD,16
Carl-Christian Dressel,SPD,16
Lutz Heilmann,DIE LINKE,16
Lutz Delazari Heilmann,DIE LINKE,16
Hans-Kurt Hill,DIE LINKE,16
Cornelia Hirsch,DIE LINKE,16
